Time (matlab datenum format),Cloud Amount (okta)
735552.875,6
735552.9167,6
735552.9583,4
735553,7
735553.0417,5
735553.0833,4
735553.125,4
735553.1667,2
735553.2083,0
735553.25,9
735553.2917,0
735553.3333,6
735553.375,5
735553.4167,7
735553.4583,3
735553.5,7
735553.5417,9
735553.5833,3
735553.625,3
735553.6667,5
735553.7083,0
735553.75,3
735553.7917,2
735553.8333,3
735553.875,4
735553.9167,6
735553.9583,0
735554,0
735554.0417,2
735554.0833,7
735554.125,2
735554.1667,7
735554.2083,6
735554.25,5
735554.2917,8
735554.3333,8
735554.375,6
735554.4167,5
735554.4583,3
735554.5,5
735554.5417,2
735554.5833,8
735554.625,6
735554.6667,2
735554.7083,2
735554.75,5
735554.7917,1
735554.8333,3
735554.875,1
735554.9167,2
735554.9583,2
735555,8
735555.0417,6
735555.0833,6
735555.125,5
735555.1667,1
735555.2083,4
735555.25,1
735555.2917,4
735555.3333,7
735555.375,5
735555.4167,7
735555.4583,1
735555.5,7
735555.5417,7
735555.5833,4
735555.625,9
735555.6667,1
735555.7083,1
735555.75,5
735555.7917,9
735555.8333,1
735555.875,0
735555.9167,2
735555.9583,1
735556,8
735556.0417,2
735556.0833,8
735556.125,7
735556.1667,5
735556.2083,0
735556.25,6
735556.2917,7
735556.3333,2
735556.375,2
735556.4167,3
735556.4583,1
735556.5,2
735556.5417,9
735556.5833,6
735556.625,3
735556.6667,8
735556.7083,4
735556.75,3
735556.7917,3
735556.8333,5
735556.875,1
735556.9167,9
735556.9583,6
735557,6
735557.0417,8
735557.0833,0
735557.125,4
735557.1667,8
735557.2083,6
735557.25,1
735557.2917,6
735557.3333,3
735557.375,1
735557.4167,8
735557.4583,6
735557.5,1
735557.5417,4
735557.5833,8
735557.625,7
735557.6667,9
735557.7083,4
735557.75,2
735557.7917,2
735557.8333,4
735557.875,5
735557.9167,8
735557.9583,4
735558,1
735558.0417,2
735558.0833,2
735558.125,9
735558.1667,4
735558.2083,8
735558.25,4
735558.2917,8
735558.3333,5
735558.375,9
735558.4167,3
735558.4583,7
735558.5,2
735558.5417,1
735558.5833,4
735558.625,9
735558.6667,2
735558.7083,3
735558.75,3
735558.7917,5
735558.8333,0
735558.875,6
735558.9167,9
735558.9583,4
735559,1
735559.0417,2
735559.0833,6
735559.125,3
735559.1667,7
735559.2083,4
735559.25,1
735559.2917,1
735559.3333,8
735559.375,3
735559.4167,0
735559.4583,8
735559.5,5
735559.5417,1
735559.5833,4
735559.625,1
735559.6667,8
735559.7083,7
735559.75,1
735559.7917,1
735559.8333,7
735559.875,3
735559.9167,5
735559.9583,0
735560,6
735560.0417,1
735560.0833,1
735560.125,7
735560.1667,6
735560.2083,6
735560.25,4
735560.2917,8
735560.3333,4
735560.375,9
735560.4167,8
735560.4583,8
735560.5,9
735560.5417,9
735560.5833,1
735560.625,3
735560.6667,7
735560.7083,3
735560.75,6
735560.7917,1
735560.8333,0
735560.875,5
735560.9167,2
735560.9583,4
735561,4
735561.0417,4
735561.0833,5
735561.125,3
735561.1667,8
735561.2083,3
735561.25,1
735561.2917,1
735561.3333,3
735561.375,3
735561.4167,3
735561.4583,2
735561.5,2
735561.5417,5
735561.5833,4
735561.625,7
735561.6667,2
735561.7083,2
735561.75,4
735561.7917,2
735561.8333,6
735561.875,8
735561.9167,6
735561.9583,3
735562,4
735562.0417,1
735562.0833,2
735562.125,1
735562.1667,1
735562.2083,7
735562.25,7
735562.2917,2
735562.3333,4
735562.375,7
735562.4167,6
735562.4583,2
735562.5,5
735562.5417,3
735562.5833,3
735562.625,4
735562.6667,7
735562.7083,7
735562.75,0
735562.7917,6
735562.8333,0
735562.875,2
735562.9167,9
735562.9583,9
735563,5
735563.0417,2
735563.0833,1
735563.125,3
735563.1667,8
735563.2083,8
735563.25,4
735563.2917,4
735563.3333,3
735563.375,7
735563.4167,5
735563.4583,2
735563.5,7
735563.5417,7
735563.5833,0
735563.625,3
735563.6667,6
735563.7083,4
735563.75,7
735563.7917,4
735563.8333,0
735563.875,4
735563.9167,4
735563.9583,4
735564,3
735564.0417,6
735564.0833,3
735564.125,7
735564.1667,2
735564.2083,6
735564.25,2
735564.2917,3
735564.3333,6
735564.375,6
735564.4167,7
735564.4583,0
735564.5,5
735564.5417,6
735564.5833,2
735564.625,3
735564.6667,3
735564.7083,1
735564.75,6
735564.7917,5
735564.8333,6
735564.875,7
735564.9167,3
735564.9583,2
735565,4
735565.0417,2
735565.0833,0
735565.125,4
735565.1667,7
735565.2083,6
735565.25,7
735565.2917,2
735565.3333,0
735565.375,1
735565.4167,7
735565.4583,2
735565.5,6
735565.5417,5
735565.5833,0
735565.625,1
735565.6667,8
735565.7083,5
735565.75,6
735565.7917,3
735565.8333,6
735565.875,7
735565.9167,5
735565.9583,0
735566,4
735566.0417,1
735566.0833,3
735566.125,8
735566.1667,1
735566.2083,8
735566.25,8
735566.2917,7
735566.3333,8
735566.375,8
735566.4167,6
735566.4583,2
735566.5,6
735566.5417,5
735566.5833,6
735566.625,8
735566.6667,2
735566.7083,2
735566.75,2
735566.7917,8
735566.8333,4
735566.875,9
735566.9167,7
735566.9583,3
735567,0
735567.0417,8
735567.0833,8
735567.125,6
735567.1667,8
735567.2083,0
735567.25,0
735567.2917,2
735567.3333,8
735567.375,1
735567.4167,2
735567.4583,6
735567.5,8
735567.5417,4
735567.5833,8
735567.625,6
735567.6667,1
735567.7083,4
735567.75,5
735567.7917,5
735567.8333,8
735567.875,2
735567.9167,3
735567.9583,3
735568,1
735568.0417,1
735568.0833,4
735568.125,5
735568.1667,7
735568.2083,6
735568.25,5
735568.2917,6
735568.3333,7
735568.375,9
735568.4167,5
735568.4583,6
735568.5,5
735568.5417,9
735568.5833,3
735568.625,3
735568.6667,7
735568.7083,2
735568.75,5
735568.7917,3
735568.8333,3
735568.875,9
735568.9167,6
735568.9583,5
735569,2
735569.0417,4
735569.0833,3
735569.125,7
735569.1667,8
735569.2083,8
735569.25,3
735569.2917,7
735569.3333,9
735569.375,4
735569.4167,2
735569.4583,8
735569.5,3
735569.5417,1
735569.5833,0
735569.625,8
735569.6667,7
735569.7083,7
735569.75,9
735569.7917,5
735569.8333,5
735569.875,6
735569.9167,7
735569.9583,4
735570,2
735570.0417,8
735570.0833,8
735570.125,8
735570.1667,1
735570.2083,4
735570.25,2
735570.2917,8
735570.3333,6
735570.375,4
735570.4167,0
735570.4583,7
735570.5,2
735570.5417,3
735570.5833,1
735570.625,5
735570.6667,4
735570.7083,1
735570.75,7
735570.7917,1
735570.8333,8
735570.875,9
735570.9167,5
735570.9583,2
735571,4
735571.0417,6
735571.0833,7
735571.125,8
735571.1667,5
735571.2083,5
735571.25,2
735571.2917,4
735571.3333,5
735571.375,8
735571.4167,9
735571.4583,2
735571.5,1
735571.5417,5
735571.5833,1
735571.625,5
735571.6667,0
735571.7083,6
735571.75,3
735571.7917,6
735571.8333,5
735571.875,0
735571.9167,3
735571.9583,6
735572,5
735572.0417,5
735572.0833,0
735572.125,2
735572.1667,8
735572.2083,8
735572.25,8
735572.2917,4
735572.3333,6
735572.375,1
735572.4167,4
735572.4583,7
735572.5,6
735572.5417,7
735572.5833,4
735572.625,4
735572.6667,7
735572.7083,8
735572.75,7
735572.7917,5
735572.8333,2
735572.875,5
735572.9167,2
735572.9583,3
735573,9
735573.0417,4
735573.0833,2
735573.125,2
735573.1667,0
735573.2083,4
735573.25,4
735573.2917,4
735573.3333,2
735573.375,4
735573.4167,5
735573.4583,6
735573.5,7
735573.5417,2
735573.5833,8
735573.625,2
735573.6667,3
735573.7083,0
735573.75,8
735573.7917,8
735573.8333,1
735573.875,5
735573.9167,1
735573.9583,8
735574,3
735574.0417,0
735574.0833,1
735574.125,0
735574.1667,1
735574.2083,6
735574.25,3
735574.2917,2
735574.3333,4
735574.375,8
735574.4167,6
735574.4583,8
735574.5,1
735574.5417,5
735574.5833,3
735574.625,0
735574.6667,6
735574.7083,8
735574.75,9
735574.7917,3
735574.8333,3
735574.875,9
735574.9167,8
735574.9583,1
735575,2
735575.0417,1
735575.0833,2
735575.125,6
735575.1667,3
735575.2083,7
735575.25,3
735575.2917,8
735575.3333,9
735575.375,4
735575.4167,4
735575.4583,7
735575.5,7
735575.5417,4
735575.5833,1
735575.625,4
735575.6667,6
735575.7083,3
735575.75,7
735575.7917,1
735575.8333,0
735575.875,6
735575.9167,5
735575.9583,0
735576,7
735576.0417,8
735576.0833,6
735576.125,5
735576.1667,8
735576.2083,3
735576.25,7
735576.2917,6
735576.3333,5
735576.375,7
735576.4167,5
735576.4583,7
735576.5,6
735576.5417,8
735576.5833,7
735576.625,3
735576.6667,2
735576.7083,3
735576.75,2
735576.7917,3
735576.8333,9
735576.875,2
735576.9167,1
735576.9583,7
735577,1
735577.0417,2
735577.0833,0
735577.125,3
735577.1667,6
735577.2083,7
735577.25,2
735577.2917,3
735577.3333,7
735577.375,0
735577.4167,0
735577.4583,3
735577.5,7
735577.5417,3
735577.5833,1
735577.625,2
735577.6667,4
735577.7083,2
735577.75,9
735577.7917,6
735577.8333,9
735577.875,5
735577.9167,4
735577.9583,4
735578,6
735578.0417,5
735578.0833,1
735578.125,6
735578.1667,7
735578.2083,3
735578.25,6
735578.2917,6
735578.3333,7
735578.375,6
735578.4167,1
735578.4583,1
735578.5,8
735578.5417,5
735578.5833,5
735578.625,5
735578.6667,7
735578.7083,7
735578.75,3
735578.7917,7
735578.8333,5
735578.875,3
735578.9167,1
735578.9583,5
735579,8
735579.0417,6
735579.0833,3
735579.125,1
735579.1667,4
735579.2083,6
735579.25,6
735579.2917,8
735579.3333,3
735579.375,1
735579.4167,3
735579.4583,7
735579.5,4
735579.5417,5
735579.5833,6
735579.625,0
735579.6667,6
735579.7083,7
735579.75,3
735579.7917,2
735579.8333,6
735579.875,5
735579.9167,1
735579.9583,5
735580,2
735580.0417,1
735580.0833,5
735580.125,4
735580.1667,7
735580.2083,4
735580.25,5
735580.2917,1
735580.3333,4
735580.375,4
735580.4167,7
735580.4583,7
735580.5,6
735580.5417,3
735580.5833,5
735580.625,3
735580.6667,1
735580.7083,1
735580.75,7
735580.7917,0
735580.8333,4
735580.875,3
735580.9167,6
735580.9583,6
735581,4
735581.0417,0
735581.0833,7
735581.125,7
735581.1667,2
735581.2083,7
735581.25,7
735581.2917,3
735581.3333,6
735581.375,8
735581.4167,8
735581.4583,6
735581.5,3
735581.5417,2
735581.5833,4
735581.625,5
735581.6667,4
735581.7083,8
735581.75,8
735581.7917,8
735581.8333,8
735581.875,7
735581.9167,2
735581.9583,4
735582,8
735582.0417,6
735582.0833,6
735582.125,6
735582.1667,6
735582.2083,5
735582.25,1
735582.2917,7
735582.3333,4
735582.375,9
735582.4167,3
735582.4583,3
735582.5,4
735582.5417,2
735582.5833,0
735582.625,1
735582.6667,8
735582.7083,7
735582.75,5
735582.7917,4
735582.8333,5
735582.875,9
735582.9167,8
735582.9583,4
735583,3
735583.0417,4
735583.0833,4
735583.125,4
735583.1667,1
735583.2083,7
735583.25,5
735583.2917,8
735583.3333,4
735583.375,8
735583.4167,8
735583.4583,6
735583.5,3
735583.5417,1
735583.5833,0
735583.625,7
735583.6667,3
735583.7083,7
735583.75,2
735583.7917,6
735583.8333,4
735583.875,8
735583.9167,4
735583.9583,8
735584,4
735584.0417,4
735584.0833,4
735584.125,3
735584.1667,1
735584.2083,7
735584.25,5
735584.2917,7
735584.3333,5
735584.375,5
735584.4167,6
735584.4583,7
735584.5,1
735584.5417,3
735584.5833,7
735584.625,7
735584.6667,0
735584.7083,8
735584.75,2
735584.7917,7
735584.8333,8
735584.875,4
735584.9167,4
735584.9583,6
735585,4
735585.0417,6
735585.0833,9
735585.125,3
735585.1667,6
735585.2083,8
735585.25,8
735585.2917,4
735585.3333,1
735585.375,4
735585.4167,2
735585.4583,3
735585.5,4
735585.5417,3
735585.5833,4
735585.625,3
735585.6667,2
735585.7083,2
735585.75,8
735585.7917,0
735585.8333,8
735585.875,0
735585.9167,0
735585.9583,3
735586,8
735586.0417,7
735586.0833,5
735586.125,3
735586.1667,5
735586.2083,0
735586.25,3
735586.2917,5
735586.3333,7
735586.375,5
735586.4167,2
735586.4583,8
735586.5,8
735586.5417,5
735586.5833,8
735586.625,0
735586.6667,5
735586.7083,1
735586.75,8
735586.7917,9
735586.8333,5
735586.875,3
735586.9167,6
735586.9583,8
735587,2
735587.0417,5
735587.0833,4
735587.125,5
735587.1667,3
735587.2083,8
735587.25,8
735587.2917,1
735587.3333,2
735587.375,5
735587.4167,8
735587.4583,3
735587.5,0
735587.5417,6
735587.5833,5
735587.625,8
735587.6667,8
735587.7083,3
735587.75,4
735587.7917,4
735587.8333,5
735587.875,2
735587.9167,2
735587.9583,7
735588,4
735588.0417,2
735588.0833,2
735588.125,4
735588.1667,2
735588.2083,7
735588.25,2
735588.2917,8
735588.3333,5
735588.375,3
735588.4167,5
735588.4583,5
735588.5,7
735588.5417,1
735588.5833,3
735588.625,7
735588.6667,9
735588.7083,0
735588.75,9
735588.7917,9
735588.8333,2
735588.875,2
735588.9167,7
735588.9583,7
735589,7
735589.0417,3
735589.0833,3
735589.125,1
735589.1667,6
735589.2083,2
735589.25,3
735589.2917,0
735589.3333,8
735589.375,3
735589.4167,9
735589.4583,1
735589.5,3
735589.5417,8
735589.5833,7
735589.625,9
735589.6667,3
735589.7083,5
735589.75,7
735589.7917,2
735589.8333,1
735589.875,7
735589.9167,7
735589.9583,0
735590,7
735590.0417,3
735590.0833,6
735590.125,6
735590.1667,1
735590.2083,5
735590.25,6
735590.2917,2
735590.3333,0
735590.375,3
735590.4167,1
735590.4583,1
735590.5,0
735590.5417,4
735590.5833,0
735590.625,6
735590.6667,5
735590.7083,0
735590.75,1
735590.7917,1
735590.8333,8
735590.875,8
735590.9167,0
735590.9583,3
735591,5
735591.0417,0
735591.0833,6
735591.125,2
735591.1667,5
735591.2083,6
735591.25,5
735591.2917,8
735591.3333,5
735591.375,1
735591.4167,2
735591.4583,8
735591.5,7
735591.5417,3
735591.5833,9
735591.625,4
735591.6667,5
735591.7083,2
735591.75,3
735591.7917,4
735591.8333,5
735591.875,6
735591.9167,1
735591.9583,2
735592,7
735592.0417,3
735592.0833,1
735592.125,6
735592.1667,6
735592.2083,2
735592.25,3
735592.2917,8
735592.3333,0
735592.375,5
735592.4167,6
735592.4583,7
735592.5,8
735592.5417,6
735592.5833,5
735592.625,8
735592.6667,1
735592.7083,6
735592.75,2
735592.7917,2
735592.8333,9
735592.875,5
735592.9167,4
735592.9583,7
735593,0
735593.0417,3
735593.0833,6
735593.125,5
735593.1667,7
735593.2083,8
735593.25,1
735593.2917,2
735593.3333,3
735593.375,4
735593.4167,2
735593.4583,7
735593.5,5
735593.5417,3
735593.5833,3
735593.625,2
735593.6667,2
735593.7083,9
735593.75,2
735593.7917,1
735593.8333,2
735593.875,5
735593.9167,2
735593.9583,4
735594,8
735594.0417,6
735594.0833,5
735594.125,0
735594.1667,7
735594.2083,6
735594.25,4
735594.2917,1
735594.3333,6
735594.375,8
735594.4167,3
735594.4583,2
735594.5,7
735594.5417,3
735594.5833,1
735594.625,1
735594.6667,7
735594.7083,1
735594.75,8
735594.7917,6
735594.8333,2
735594.875,2
735594.9167,1
735594.9583,4
735595,1
735595.0417,3
735595.0833,8
735595.125,2
735595.1667,4
735595.2083,9
735595.25,3
735595.2917,1
735595.3333,5
735595.375,7
735595.4167,6
735595.4583,6
735595.5,7
735595.5417,2
735595.5833,4
735595.625,6
735595.6667,6
735595.7083,3
735595.75,2
735595.7917,1
735595.8333,8
735595.875,6
735595.9167,7
735595.9583,3
735596,9
735596.0417,1
735596.0833,3
735596.125,1
735596.1667,6
735596.2083,1
735596.25,7
735596.2917,2
735596.3333,1
735596.375,8
735596.4167,2
735596.4583,8
735596.5,4
735596.5417,2
735596.5833,4
735596.625,5
735596.6667,7
735596.7083,2
735596.75,8
735596.7917,7
735596.8333,5
735596.875,2
735596.9167,3
735596.9583,6
735597,6
735597.0417,5
735597.0833,7
735597.125,7
735597.1667,2
735597.2083,4
735597.25,1
735597.2917,0
735597.3333,2
735597.375,6
735597.4167,3
735597.4583,2
735597.5,8
735597.5417,3
735597.5833,7
735597.625,2
735597.6667,9
735597.7083,5
735597.75,1
735597.7917,4
735597.8333,4
735597.875,5
735597.9167,0
735597.9583,6
735598,1
735598.0417,1
735598.0833,5
735598.125,3
735598.1667,3
735598.2083,9
735598.25,0
735598.2917,2
735598.3333,5
735598.375,6
735598.4167,0
735598.4583,5
735598.5,1
735598.5417,8
735598.5833,2
735598.625,2
735598.6667,6
735598.7083,8
735598.75,1
735598.7917,2
735598.8333,3
735598.875,3
735598.9167,5
735598.9583,2
735599,8
735599.0417,2
735599.0833,1
735599.125,3
735599.1667,7
735599.2083,8
735599.25,8
735599.2917,4
735599.3333,4
735599.375,7
735599.4167,7
735599.4583,8
735599.5,5
735599.5417,9
735599.5833,7
735599.625,7
735599.6667,1
735599.7083,1
735599.75,6
735599.7917,6
735599.8333,7
735599.875,5
735599.9167,0
735599.9583,2
735600,4
735600.0417,5
735600.0833,6
735600.125,9
735600.1667,3
735600.2083,1
735600.25,1
735600.2917,7
735600.3333,0
735600.375,3
735600.4167,8
735600.4583,2
735600.5,2
735600.5417,3
735600.5833,0
735600.625,5
735600.6667,0
735600.7083,5
735600.75,4
735600.7917,7
735600.8333,0
735600.875,8
735600.9167,2
735600.9583,3
735601,6
735601.0417,9
735601.0833,7
735601.125,8
735601.1667,0
735601.2083,3
735601.25,6
735601.2917,7
735601.3333,7
735601.375,5
735601.4167,9
735601.4583,2
735601.5,2
735601.5417,8
735601.5833,6
735601.625,4
735601.6667,8
735601.7083,5
735601.75,1
735601.7917,4
735601.8333,1
735601.875,2
735601.9167,2
735601.9583,1
735602,1
735602.0417,1
735602.0833,4
735602.125,5
735602.1667,5
735602.2083,0
735602.25,5
735602.2917,0
735602.3333,4
735602.375,0
735602.4167,4
735602.4583,7
735602.5,5
735602.5417,8
735602.5833,5
735602.625,6
735602.6667,9
735602.7083,7
735602.75,2
735602.7917,6
735602.8333,7
735602.875,8
735602.9167,2
735602.9583,1
735603,3
735603.0417,2
735603.0833,8
735603.125,3
735603.1667,3
735603.2083,5
735603.25,6
735603.2917,0
735603.3333,4
735603.375,3
735603.4167,3
735603.4583,7
735603.5,1
735603.5417,8
735603.5833,2
735603.625,5
735603.6667,4
735603.7083,7
735603.75,5
735603.7917,5
735603.8333,2
735603.875,5
735603.9167,2
735603.9583,6
735604,2
735604.0417,8
735604.0833,1
735604.125,3
735604.1667,1
735604.2083,6
735604.25,5
735604.2917,5
735604.3333,1
735604.375,3
735604.4167,5
735604.4583,1
735604.5,8
735604.5417,4
735604.5833,5
735604.625,3
735604.6667,3
735604.7083,2
735604.75,8
735604.7917,3
735604.8333,6
735604.875,2
735604.9167,4
735604.9583,3
735605,3
735605.0417,5
735605.0833,2
735605.125,6
735605.1667,8
735605.2083,3
735605.25,2
735605.2917,2
735605.3333,6
735605.375,0
735605.4167,1
735605.4583,1
735605.5,5
735605.5417,3
735605.5833,1
735605.625,6
735605.6667,4
735605.7083,1
735605.75,0
735605.7917,1
735605.8333,9
735605.875,7
735605.9167,5
735605.9583,2
735606,4
735606.0417,4
735606.0833,3
735606.125,5
735606.1667,6
735606.2083,7
735606.25,3
735606.2917,7
735606.3333,6
735606.375,2
735606.4167,9
735606.4583,5
735606.5,0
735606.5417,8
735606.5833,3
735606.625,9
735606.6667,3
735606.7083,3
735606.75,4
735606.7917,8
735606.8333,4
735606.875,6
735606.9167,6
735606.9583,8
735607,1
735607.0417,3
735607.0833,8
735607.125,7
735607.1667,1
735607.2083,3
735607.25,4
735607.2917,3
735607.3333,3
735607.375,8
735607.4167,2
735607.4583,6
735607.5,2
735607.5417,8
735607.5833,3
735607.625,4
735607.6667,3
735607.7083,5
735607.75,9
735607.7917,4
735607.8333,2
735607.875,5
735607.9167,2
735607.9583,1
735608,8
735608.0417,2
735608.0833,1
735608.125,3
735608.1667,0
735608.2083,3
735608.25,6
735608.2917,0
735608.3333,1
735608.375,2
735608.4167,0
735608.4583,8
735608.5,5
735608.5417,6
735608.5833,3
735608.625,6
735608.6667,8
735608.7083,8
735608.75,1
735608.7917,2
735608.8333,7
735608.875,6
735608.9167,5
735608.9583,9
735609,0
735609.0417,1
735609.0833,3
735609.125,1
735609.1667,6
735609.2083,8
735609.25,1
735609.2917,3
735609.3333,1
735609.375,4
735609.4167,9
735609.4583,3
735609.5,2
735609.5417,4
735609.5833,3
735609.625,3
735609.6667,7
735609.7083,8
735609.75,3
735609.7917,2
735609.8333,4
735609.875,6
735609.9167,4
735609.9583,6
735610,5
735610.0417,2
735610.0833,8
735610.125,2
735610.1667,8
735610.2083,9
735610.25,1
735610.2917,1
735610.3333,2
735610.375,4
735610.4167,1
735610.4583,5
735610.5,7
735610.5417,2
735610.5833,9
735610.625,3
735610.6667,4
735610.7083,6
735610.75,5
735610.7917,7
735610.8333,3
735610.875,7
735610.9167,6
735610.9583,8
735611,0
735611.0417,7
735611.0833,1
735611.125,9
735611.1667,9
735611.2083,5
735611.25,0
735611.2917,2
735611.3333,5
735611.375,9
735611.4167,3
735611.4583,7
735611.5,7
735611.5417,3
735611.5833,3
735611.625,6
735611.6667,4
735611.7083,8
735611.75,1
735611.7917,7
735611.8333,2
735611.875,8
735611.9167,5
735611.9583,7
735612,3
735612.0417,3
735612.0833,6
735612.125,5
735612.1667,8
735612.2083,3
735612.25,9
735612.2917,4
735612.3333,5
735612.375,5
735612.4167,1
735612.4583,5
735612.5,1
735612.5417,7
735612.5833,8
735612.625,3
735612.6667,4
735612.7083,2
735612.75,4
735612.7917,6
735612.8333,3
735612.875,6
735612.9167,8
735612.9583,2
735613,6
735613.0417,1
735613.0833,1
735613.125,4
735613.1667,5
735613.2083,9
735613.25,8
735613.2917,0
735613.3333,1
735613.375,7
735613.4167,1
735613.4583,9
735613.5,5
735613.5417,3
735613.5833,3
735613.625,7
735613.6667,3
735613.7083,0
735613.75,4
735613.7917,2
735613.8333,1
735613.875,6
735613.9167,4
735613.9583,5
735614,7
735614.0417,7
735614.0833,8
735614.125,3
735614.1667,4
735614.2083,2
735614.25,6
735614.2917,4
735614.3333,1
735614.375,3
735614.4167,6
735614.4583,0
735614.5,3
735614.5417,9
735614.5833,6
735614.625,2
735614.6667,5
735614.7083,8
735614.75,0
735614.7917,1
735614.8333,4
735614.875,9
735614.9167,9
735614.9583,8
735615,6
735615.0417,1
735615.0833,5
735615.125,4
735615.1667,1
735615.2083,5
735615.25,8
735615.2917,6
735615.3333,2
735615.375,8
735615.4167,8
735615.4583,3
735615.5,1
735615.5417,4
735615.5833,7
735615.625,2
735615.6667,4
735615.7083,3
735615.75,8
735615.7917,5
735615.8333,5
735615.875,4
735615.9167,3
735615.9583,7
735616,2
735616.0417,5
735616.0833,2
735616.125,9
735616.1667,4
735616.2083,0
735616.25,3
735616.2917,3
735616.3333,6
735616.375,5
735616.4167,7
735616.4583,4
735616.5,3
735616.5417,7
735616.5833,3
735616.625,6
735616.6667,4
735616.7083,6
735616.75,7
735616.7917,6
735616.8333,1
735616.875,0
735616.9167,6
735616.9583,6
735617,6
735617.0417,4
735617.0833,2
735617.125,7
735617.1667,9
735617.2083,8
735617.25,3
735617.2917,4
735617.3333,6
735617.375,4
735617.4167,6
735617.4583,3
735617.5,0
735617.5417,2
735617.5833,8
735617.625,1
735617.6667,3
735617.7083,5
735617.75,2
735617.7917,7
735617.8333,6
735617.875,1
735617.9167,8
735617.9583,3
735618,9
735618.0417,2
735618.0833,2
735618.125,1
735618.1667,1
735618.2083,3
735618.25,6
735618.2917,5
735618.3333,9
735618.375,2
735618.4167,3
735618.4583,5
735618.5,5
735618.5417,1
735618.5833,6
735618.625,3
735618.6667,7
735618.7083,2
735618.75,4
735618.7917,6
735618.8333,4
735618.875,4
735618.9167,8
735618.9583,8
735619,7
735619.0417,6
735619.0833,8
735619.125,1
735619.1667,6
735619.2083,7
735619.25,7
735619.2917,5
735619.3333,7
735619.375,8
735619.4167,1
735619.4583,0
735619.5,8
735619.5417,0
735619.5833,5
735619.625,5
735619.6667,9
735619.7083,3
735619.75,8
735619.7917,4
735619.8333,8
735619.875,6
735619.9167,6
735619.9583,0
735620,7
735620.0417,3
735620.0833,8
735620.125,1
735620.1667,7
735620.2083,1
735620.25,8
735620.2917,5
735620.3333,3
735620.375,5
735620.4167,0
735620.4583,4
735620.5,1
735620.5417,6
735620.5833,4
735620.625,0
735620.6667,3
735620.7083,5
735620.75,7
735620.7917,1
735620.8333,7
735620.875,3
735620.9167,4
735620.9583,5
735621,6
735621.0417,5
735621.0833,3
735621.125,6
735621.1667,1
735621.2083,3
735621.25,9
735621.2917,3
735621.3333,3
735621.375,3
735621.4167,5
735621.4583,4
735621.5,1
735621.5417,7
735621.5833,1
735621.625,0
735621.6667,8
735621.7083,5
735621.75,8
735621.7917,7
735621.8333,3
735621.875,1
735621.9167,3
735621.9583,5
735622,5
735622.0417,2
735622.0833,2
735622.125,0
735622.1667,3
735622.2083,6
735622.25,9
735622.2917,9
735622.3333,7
735622.375,1
735622.4167,8
735622.4583,8
735622.5,3
735622.5417,6
735622.5833,6
735622.625,3
735622.6667,8
735622.7083,3
735622.75,2
735622.7917,5
735622.8333,0
735622.875,9
735622.9167,0
735622.9583,7
735623,8
735623.0417,9
735623.0833,3
735623.125,8
735623.1667,7
735623.2083,8
735623.25,7
735623.2917,8
735623.3333,4
735623.375,2
735623.4167,1
735623.4583,9
735623.5,1
735623.5417,7
735623.5833,2
735623.625,3
735623.6667,4
735623.7083,2
735623.75,7
735623.7917,1
735623.8333,8
735623.875,3
735623.9167,8
735623.9583,1
735624,6
735624.0417,6
735624.0833,5
735624.125,3
735624.1667,8
735624.2083,7
735624.25,2
735624.2917,5
735624.3333,0
735624.375,0
735624.4167,2
735624.4583,3
735624.5,5
735624.5417,5
735624.5833,7
735624.625,6
735624.6667,0
735624.7083,8
735624.75,0
735624.7917,8
735624.8333,7
735624.875,5
735624.9167,0
735624.9583,9
735625,2
735625.0417,3
735625.0833,3
735625.125,9
735625.1667,3
735625.2083,3
735625.25,5
735625.2917,7
735625.3333,5
735625.375,4
735625.4167,4
735625.4583,5
735625.5,4
735625.5417,6
735625.5833,2
735625.625,2
735625.6667,3
735625.7083,4
735625.75,0
735625.7917,1
735625.8333,0
735625.875,4
735625.9167,4
735625.9583,5
735626,2
735626.0417,6
735626.0833,9
735626.125,8
735626.1667,5
735626.2083,6
735626.25,4
735626.2917,2
735626.3333,5
735626.375,5
735626.4167,7
735626.4583,5
735626.5,9
735626.5417,5
735626.5833,1
735626.625,1
735626.6667,5
735626.7083,5
735626.75,1
735626.7917,6
735626.8333,6
735626.875,0
735626.9167,7
735626.9583,4
735627,8
735627.0417,7
735627.0833,2
735627.125,7
735627.1667,6
735627.2083,1
735627.25,1
735627.2917,2
735627.3333,6
735627.375,6
735627.4167,2
735627.4583,4
735627.5,7
735627.5417,6
735627.5833,8
735627.625,3
735627.6667,1
735627.7083,7
735627.75,0
735627.7917,9
735627.8333,7
735627.875,3
735627.9167,3
735627.9583,6
735628,5
735628.0417,3
735628.0833,0
735628.125,4
735628.1667,4
735628.2083,3
735628.25,0
735628.2917,7
735628.3333,1
735628.375,1
735628.4167,2
735628.4583,3
735628.5,4
735628.5417,3
735628.5833,4
735628.625,9
735628.6667,7
735628.7083,6
735628.75,5
735628.7917,4
735628.8333,6
735628.875,4
735628.9167,2
735628.9583,9
735629,3
735629.0417,2
735629.0833,1
735629.125,1
735629.1667,8
735629.2083,2
735629.25,3
735629.2917,7
735629.3333,4
735629.375,4
735629.4167,3
735629.4583,8
735629.5,5
735629.5417,1
735629.5833,2
735629.625,0
