Time (matlab datenum format),Wind speed 10m (m/s)
732566.7917,5
732566.8333,11
732566.875,6
732566.9167,4
732566.9583,1
732567,6
732567.0417,1
732567.0833,6
732567.125,3
732567.1667,5
732567.2083,2
732567.25,6
732567.2917,5
732567.3333,8
732567.375,2
732567.4167,4
732567.4583,4
732567.5,3
732567.5417,5
732567.5833,0
732567.625,6
732567.6667,3
732567.7083,8
732567.75,8
732567.7917,2
732567.8333,3
732567.875,5
732567.9167,13
732567.9583,9
732568,5
732568.0417,4
732568.0833,1
732568.125,6
732568.1667,4
732568.2083,3
732568.25,3
732568.2917,3
732568.3333,6
732568.375,4
732568.4167,6
732568.4583,1
732568.5,3
732568.5417,6
732568.5833,5
732568.625,3
732568.6667,1
732568.7083,5
732568.75,9
732568.7917,8
732568.8333,11
732568.875,7
732568.9167,4
732568.9583,14
732569,3
732569.0417,9
732569.0833,4
732569.125,5
732569.1667,1
732569.2083,8
732569.25,6
732569.2917,2
732569.3333,5
732569.375,3
732569.4167,10
732569.4583,11
732569.5,15
732569.5417,6
732569.5833,5
732569.625,4
732569.6667,2
732569.7083,2
732569.75,8
732569.7917,3
732569.8333,11
732569.875,7
732569.9167,8
732569.9583,6
732570,14
732570.0417,11
732570.0833,3
732570.125,7
732570.1667,3
732570.2083,1
732570.25,9
732570.2917,3
732570.3333,2
732570.375,4
732570.4167,5
732570.4583,2
732570.5,2
732570.5417,3
732570.5833,9
732570.625,4
732570.6667,5
732570.7083,3
732570.75,4
732570.7917,8
732570.8333,4
732570.875,4
732570.9167,8
732570.9583,12
732571,6
732571.0417,2
732571.0833,9
732571.125,5
732571.1667,7
732571.2083,6
732571.25,3
732571.2917,1
732571.3333,4
732571.375,5
732571.4167,3
732571.4583,2
732571.5,6
732571.5417,3
732571.5833,6
732571.625,4
732571.6667,2
732571.7083,2
732571.75,8
732571.7917,8
732571.8333,5
732571.875,3
732571.9167,6
732571.9583,7
732572,16
732572.0417,3
732572.0833,5
732572.125,1
732572.1667,3
732572.2083,5
732572.25,4
732572.2917,5
732572.3333,10
732572.375,4
732572.4167,12
732572.4583,4
732572.5,2
732572.5417,4
732572.5833,4
732572.625,6
732572.6667,0
732572.7083,7
732572.75,3
732572.7917,3
732572.8333,6
732572.875,3
732572.9167,9
732572.9583,7
732573,7
732573.0417,6
732573.0833,3
732573.125,4
732573.1667,8
732573.2083,7
732573.25,4
732573.2917,5
732573.3333,9
732573.375,3
732573.4167,5
732573.4583,1
732573.5,9
732573.5417,5
732573.5833,13
732573.625,5
732573.6667,7
732573.7083,2
732573.75,11
732573.7917,10
732573.8333,1
732573.875,2
732573.9167,2
732573.9583,9
732574,3
732574.0417,8
732574.0833,2
732574.125,20
732574.1667,6
732574.2083,2
732574.25,4
732574.2917,11
732574.3333,0
732574.375,6
732574.4167,4
732574.4583,7
732574.5,6
732574.5417,1
732574.5833,7
732574.625,3
732574.6667,4
732574.7083,6
732574.75,3
732574.7917,2
732574.8333,4
732574.875,3
732574.9167,3
732574.9583,3
732575,7
732575.0417,3
732575.0833,8
732575.125,11
732575.1667,2
732575.2083,8
732575.25,3
732575.2917,3
732575.3333,2
732575.375,7
732575.4167,3
732575.4583,3
732575.5,4
732575.5417,4
732575.5833,7
732575.625,12
732575.6667,3
732575.7083,5
732575.75,4
732575.7917,9
732575.8333,3
732575.875,4
732575.9167,5
732575.9583,9
732576,1
732576.0417,15
732576.0833,4
732576.125,11
732576.1667,12
732576.2083,14
732576.25,5
732576.2917,4
732576.3333,3
732576.375,7
732576.4167,3
732576.4583,2
732576.5,2
732576.5417,5
732576.5833,2
732576.625,5
732576.6667,9
732576.7083,0
732576.75,6
732576.7917,5
732576.8333,5
732576.875,8
732576.9167,1
732576.9583,5
732577,3
732577.0417,1
732577.0833,3
732577.125,3
732577.1667,4
732577.2083,3
732577.25,9
732577.2917,5
732577.3333,3
732577.375,1
732577.4167,3
732577.4583,1
732577.5,11
732577.5417,2
732577.5833,9
732577.625,9
732577.6667,4
732577.7083,7
732577.75,8
732577.7917,5
732577.8333,9
732577.875,6
732577.9167,3
732577.9583,1
732578,1
732578.0417,5
732578.0833,6
732578.125,5
732578.1667,5
732578.2083,4
732578.25,2
732578.2917,4
732578.3333,20
732578.375,3
732578.4167,8
732578.4583,7
732578.5,5
732578.5417,7
732578.5833,5
732578.625,7
732578.6667,6
732578.7083,4
732578.75,1
732578.7917,6
732578.8333,6
732578.875,4
732578.9167,4
732578.9583,5
732579,10
732579.0417,5
732579.0833,13
732579.125,7
732579.1667,6
732579.2083,7
732579.25,4
732579.2917,5
732579.3333,5
732579.375,7
732579.4167,4
732579.4583,1
732579.5,9
732579.5417,8
732579.5833,5
732579.625,13
732579.6667,2
732579.7083,5
732579.75,14
732579.7917,8
732579.8333,14
732579.875,3
732579.9167,2
732579.9583,4
732580,2
732580.0417,10
732580.0833,2
732580.125,12
732580.1667,7
732580.2083,3
732580.25,9
732580.2917,4
732580.3333,1
732580.375,13
732580.4167,3
732580.4583,7
732580.5,1
732580.5417,9
732580.5833,3
732580.625,4
732580.6667,5
732580.7083,2
732580.75,6
732580.7917,1
732580.8333,2
732580.875,6
732580.9167,6
732580.9583,6
732581,3
732581.0417,8
732581.0833,1
732581.125,3
732581.1667,4
732581.2083,4
732581.25,5
732581.2917,2
732581.3333,6
732581.375,11
732581.4167,3
732581.4583,7
732581.5,5
732581.5417,3
732581.5833,4
732581.625,8
732581.6667,13
732581.7083,6
732581.75,0
732581.7917,4
732581.8333,4
732581.875,5
732581.9167,2
732581.9583,5
732582,6
732582.0417,2
732582.0833,5
732582.125,11
732582.1667,4
732582.2083,10
732582.25,2
732582.2917,3
732582.3333,5
732582.375,3
732582.4167,9
732582.4583,1
732582.5,6
732582.5417,1
732582.5833,6
732582.625,4
732582.6667,5
732582.7083,13
732582.75,8
732582.7917,3
732582.8333,3
732582.875,5
732582.9167,6
732582.9583,4
732583,2
732583.0417,2
732583.0833,4
732583.125,4
732583.1667,7
732583.2083,6
732583.25,3
732583.2917,17
732583.3333,10
732583.375,2
732583.4167,7
732583.4583,3
732583.5,9
732583.5417,10
732583.5833,6
732583.625,7
732583.6667,3
732583.7083,2
732583.75,4
732583.7917,8
732583.8333,6
732583.875,6
732583.9167,2
732583.9583,3
732584,6
732584.0417,5
732584.0833,12
732584.125,2
732584.1667,11
732584.2083,8
732584.25,2
732584.2917,8
732584.3333,3
732584.375,4
732584.4167,3
732584.4583,2
732584.5,3
732584.5417,8
732584.5833,3
732584.625,2
732584.6667,7
732584.7083,3
732584.75,4
732584.7917,2
732584.8333,5
732584.875,5
732584.9167,9
732584.9583,5
732585,2
732585.0417,8
732585.0833,3
732585.125,5
732585.1667,7
732585.2083,8
732585.25,5
732585.2917,18
732585.3333,10
732585.375,8
732585.4167,6
732585.4583,4
732585.5,5
732585.5417,5
732585.5833,9
732585.625,3
732585.6667,5
732585.7083,3
732585.75,6
732585.7917,9
732585.8333,7
732585.875,5
732585.9167,6
732585.9583,3
732586,9
732586.0417,20
732586.0833,7
732586.125,9
732586.1667,4
732586.2083,6
732586.25,2
732586.2917,7
732586.3333,8
732586.375,4
732586.4167,15
732586.4583,17
732586.5,4
732586.5417,3
732586.5833,6
732586.625,12
732586.6667,5
732586.7083,2
732586.75,3
732586.7917,4
732586.8333,5
732586.875,5
732586.9167,4
732586.9583,3
732587,7
732587.0417,7
732587.0833,1
732587.125,11
732587.1667,9
732587.2083,2
732587.25,5
732587.2917,2
732587.3333,4
732587.375,4
732587.4167,5
732587.4583,2
732587.5,13
732587.5417,3
732587.5833,4
732587.625,3
732587.6667,10
732587.7083,1
732587.75,10
732587.7917,14
732587.8333,4
732587.875,4
732587.9167,3
732587.9583,21
732588,2
732588.0417,7
732588.0833,5
732588.125,7
732588.1667,1
732588.2083,4
732588.25,5
732588.2917,3
732588.3333,5
732588.375,4
732588.4167,10
732588.4583,6
732588.5,3
732588.5417,5
732588.5833,5
732588.625,2
732588.6667,2
732588.7083,4
732588.75,17
732588.7917,2
732588.8333,4
732588.875,9
732588.9167,7
732588.9583,13
732589,10
732589.0417,4
732589.0833,8
732589.125,5
732589.1667,12
732589.2083,5
732589.25,11
732589.2917,4
732589.3333,9
732589.375,5
732589.4167,1
732589.4583,8
732589.5,10
732589.5417,1
732589.5833,6
732589.625,8
732589.6667,8
732589.7083,3
732589.75,2
732589.7917,4
732589.8333,0
732589.875,3
732589.9167,14
732589.9583,4
732590,3
732590.0417,11
732590.0833,9
732590.125,7
732590.1667,7
732590.2083,10
732590.25,7
732590.2917,4
732590.3333,4
732590.375,2
732590.4167,1
732590.4583,7
732590.5,3
732590.5417,4
732590.5833,4
732590.625,10
732590.6667,4
732590.7083,3
732590.75,5
732590.7917,10
732590.8333,8
732590.875,9
732590.9167,4
732590.9583,3
732591,6
732591.0417,9
732591.0833,4
732591.125,8
732591.1667,8
732591.2083,6
732591.25,4
732591.2917,15
732591.3333,3
732591.375,12
732591.4167,5
732591.4583,10
732591.5,8
732591.5417,3
732591.5833,4
732591.625,7
732591.6667,9
732591.7083,3
732591.75,4
732591.7917,6
732591.8333,10
732591.875,1
732591.9167,11
732591.9583,8
732592,8
732592.0417,4
732592.0833,8
732592.125,7
732592.1667,6
732592.2083,3
732592.25,3
732592.2917,3
732592.3333,2
732592.375,8
732592.4167,8
732592.4583,2
732592.5,2
732592.5417,6
732592.5833,5
732592.625,3
732592.6667,1
732592.7083,1
732592.75,2
732592.7917,5
732592.8333,1
732592.875,6
732592.9167,2
732592.9583,6
732593,6
732593.0417,4
732593.0833,5
732593.125,4
732593.1667,9
732593.2083,0
732593.25,3
732593.2917,5
732593.3333,5
732593.375,5
732593.4167,7
732593.4583,3
732593.5,4
732593.5417,14
732593.5833,11
732593.625,1
732593.6667,4
732593.7083,2
732593.75,5
732593.7917,4
732593.8333,7
732593.875,4
732593.9167,2
732593.9583,2
732594,8
732594.0417,9
732594.0833,6
732594.125,6
732594.1667,4
732594.2083,25
732594.25,8
732594.2917,6
732594.3333,6
732594.375,4
732594.4167,8
732594.4583,2
732594.5,2
732594.5417,5
732594.5833,5
732594.625,4
732594.6667,4
732594.7083,19
732594.75,7
732594.7917,6
732594.8333,1
732594.875,2
732594.9167,6
732594.9583,9
732595,18
732595.0417,1
732595.0833,7
732595.125,4
732595.1667,9
732595.2083,2
732595.25,1
732595.2917,6
732595.3333,9
732595.375,3
732595.4167,9
732595.4583,3
732595.5,4
732595.5417,4
732595.5833,4
732595.625,4
732595.6667,9
732595.7083,3
732595.75,12
732595.7917,6
732595.8333,12
732595.875,6
732595.9167,2
732595.9583,2
732596,4
732596.0417,8
732596.0833,5
732596.125,8
732596.1667,6
732596.2083,7
732596.25,8
732596.2917,7
732596.3333,7
732596.375,5
732596.4167,5
732596.4583,5
732596.5,8
732596.5417,5
732596.5833,4
732596.625,4
732596.6667,7
732596.7083,2
732596.75,1
732596.7917,13
732596.8333,4
732596.875,6
732596.9167,2
732596.9583,6
732597,4
732597.0417,4
732597.0833,8
732597.125,2
732597.1667,4
732597.2083,2
732597.25,3
732597.2917,2
732597.3333,2
732597.375,11
732597.4167,8
732597.4583,10
732597.5,4
732597.5417,2
732597.5833,4
732597.625,4
732597.6667,8
732597.7083,3
732597.75,14
732597.7917,3
732597.8333,1
732597.875,2
732597.9167,11
732597.9583,17
732598,6
732598.0417,6
732598.0833,3
732598.125,5
732598.1667,3
732598.2083,16
732598.25,12
732598.2917,5
732598.3333,2
732598.375,7
732598.4167,5
732598.4583,7
732598.5,3
732598.5417,8
732598.5833,1
732598.625,3
732598.6667,3
732598.7083,3
732598.75,7
732598.7917,2
732598.8333,4
732598.875,1
732598.9167,10
732598.9583,3
732599,3
732599.0417,3
732599.0833,2
732599.125,4
732599.1667,4
732599.2083,7
732599.25,6
732599.2917,2
732599.3333,3
732599.375,7
732599.4167,6
732599.4583,2
732599.5,11
732599.5417,2
732599.5833,5
732599.625,8
732599.6667,4
732599.7083,4
732599.75,0
732599.7917,3
732599.8333,10
732599.875,8
732599.9167,3
732599.9583,5
732600,12
732600.0417,6
732600.0833,4
732600.125,8
732600.1667,2
732600.2083,7
732600.25,8
732600.2917,5
732600.3333,7
732600.375,4
732600.4167,5
732600.4583,3
732600.5,3
732600.5417,9
732600.5833,13
732600.625,8
732600.6667,13
732600.7083,5
732600.75,2
732600.7917,3
732600.8333,7
732600.875,3
732600.9167,9
732600.9583,4
732601,3
732601.0417,13
732601.0833,7
732601.125,7
732601.1667,3
732601.2083,3
732601.25,7
732601.2917,7
732601.3333,3
732601.375,6
732601.4167,2
732601.4583,2
732601.5,1
732601.5417,1
732601.5833,6
732601.625,6
732601.6667,7
732601.7083,5
732601.75,11
732601.7917,5
732601.8333,3
732601.875,2
732601.9167,9
732601.9583,4
732602,4
732602.0417,6
732602.0833,4
732602.125,5
732602.1667,6
732602.2083,1
732602.25,5
732602.2917,5
732602.3333,5
732602.375,4
732602.4167,7
732602.4583,10
732602.5,4
732602.5417,2
732602.5833,3
732602.625,7
732602.6667,15
732602.7083,2
732602.75,18
732602.7917,8
732602.8333,5
732602.875,3
732602.9167,2
732602.9583,3
732603,7
732603.0417,2
732603.0833,5
732603.125,6
732603.1667,4
732603.2083,6
732603.25,12
732603.2917,6
732603.3333,5
732603.375,1
732603.4167,12
732603.4583,9
732603.5,8
732603.5417,3
732603.5833,11
732603.625,6
732603.6667,1
732603.7083,9
732603.75,7
732603.7917,5
732603.8333,4
732603.875,5
732603.9167,6
732603.9583,3
732604,7
732604.0417,8
732604.0833,2
732604.125,5
732604.1667,5
732604.2083,5
732604.25,8
732604.2917,4
732604.3333,5
732604.375,8
732604.4167,7
732604.4583,6
732604.5,7
732604.5417,4
732604.5833,3
732604.625,3
732604.6667,3
732604.7083,6
732604.75,2
732604.7917,5
732604.8333,5
732604.875,1
732604.9167,8
732604.9583,10
732605,2
732605.0417,15
732605.0833,6
732605.125,2
732605.1667,5
732605.2083,12
732605.25,2
732605.2917,5
732605.3333,4
732605.375,8
732605.4167,7
732605.4583,5
732605.5,5
732605.5417,8
732605.5833,2
732605.625,1
732605.6667,4
732605.7083,1
732605.75,4
732605.7917,9
732605.8333,5
732605.875,5
732605.9167,1
732605.9583,3
732606,5
732606.0417,10
732606.0833,7
732606.125,6
732606.1667,15
732606.2083,3
732606.25,13
732606.2917,4
732606.3333,14
732606.375,3
732606.4167,11
732606.4583,7
732606.5,1
732606.5417,11
732606.5833,5
732606.625,3
732606.6667,9
732606.7083,8
732606.75,13
732606.7917,7
732606.8333,5
732606.875,0
732606.9167,3
732606.9583,4
732607,10
732607.0417,7
732607.0833,6
732607.125,4
732607.1667,3
732607.2083,7
732607.25,3
732607.2917,4
732607.3333,8
732607.375,6
732607.4167,6
732607.4583,8
732607.5,5
732607.5417,10
732607.5833,5
732607.625,8
732607.6667,7
732607.7083,5
732607.75,5
732607.7917,14
732607.8333,7
732607.875,11
732607.9167,5
732607.9583,6
732608,7
732608.0417,4
732608.0833,3
732608.125,7
732608.1667,5
732608.2083,13
732608.25,3
732608.2917,4
732608.3333,2
732608.375,4
732608.4167,6
732608.4583,7
732608.5,5
732608.5417,6
732608.5833,9
732608.625,4
732608.6667,4
732608.7083,1
732608.75,3
732608.7917,9
732608.8333,12
732608.875,3
732608.9167,9
732608.9583,3
732609,3
732609.0417,2
732609.0833,6
732609.125,10
732609.1667,3
732609.2083,6
732609.25,6
732609.2917,4
732609.3333,2
732609.375,2
732609.4167,8
732609.4583,5
732609.5,6
732609.5417,6
732609.5833,8
732609.625,15
732609.6667,4
732609.7083,4
732609.75,17
732609.7917,3
732609.8333,8
732609.875,9
732609.9167,8
732609.9583,3
732610,6
732610.0417,2
732610.0833,9
732610.125,5
732610.1667,8
732610.2083,6
732610.25,1
732610.2917,1
732610.3333,5
732610.375,2
732610.4167,9
732610.4583,4
732610.5,1
732610.5417,9
732610.5833,23
732610.625,4
732610.6667,11
732610.7083,3
732610.75,9
732610.7917,4
732610.8333,4
732610.875,4
732610.9167,3
732610.9583,7
732611,4
732611.0417,16
732611.0833,2
732611.125,1
732611.1667,6
732611.2083,3
732611.25,8
732611.2917,7
732611.3333,7
732611.375,3
732611.4167,3
732611.4583,4
732611.5,5
732611.5417,5
732611.5833,7
732611.625,11
732611.6667,4
732611.7083,2
732611.75,2
732611.7917,6
732611.8333,6
732611.875,8
732611.9167,7
732611.9583,2
732612,2
732612.0417,3
732612.0833,4
732612.125,4
732612.1667,7
732612.2083,3
732612.25,1
732612.2917,8
732612.3333,5
732612.375,6
732612.4167,2
732612.4583,14
732612.5,7
732612.5417,1
732612.5833,6
732612.625,3
732612.6667,8
732612.7083,3
732612.75,2
732612.7917,0
732612.8333,2
732612.875,7
732612.9167,5
732612.9583,12
732613,6
732613.0417,3
732613.0833,3
732613.125,4
732613.1667,2
732613.2083,10
732613.25,3
732613.2917,4
732613.3333,4
732613.375,6
732613.4167,8
732613.4583,5
732613.5,5
732613.5417,4
732613.5833,1
732613.625,5
732613.6667,11
732613.7083,2
732613.75,5
732613.7917,7
732613.8333,11
732613.875,9
732613.9167,2
732613.9583,5
732614,6
732614.0417,3
732614.0833,16
732614.125,16
732614.1667,2
732614.2083,3
732614.25,2
732614.2917,7
732614.3333,5
732614.375,7
732614.4167,12
732614.4583,12
732614.5,8
732614.5417,9
732614.5833,1
732614.625,8
732614.6667,7
732614.7083,8
732614.75,11
732614.7917,4
732614.8333,5
732614.875,7
732614.9167,10
732614.9583,3
732615,6
732615.0417,5
732615.0833,1
732615.125,9
732615.1667,5
732615.2083,5
732615.25,2
732615.2917,10
732615.3333,4
732615.375,1
732615.4167,3
732615.4583,4
732615.5,8
732615.5417,5
732615.5833,5
732615.625,5
732615.6667,6
732615.7083,10
732615.75,3
732615.7917,1
732615.8333,2
732615.875,9
732615.9167,9
732615.9583,4
732616,11
732616.0417,9
732616.0833,15
732616.125,6
732616.1667,6
732616.2083,2
732616.25,4
732616.2917,3
732616.3333,5
732616.375,8
732616.4167,7
732616.4583,3
732616.5,11
732616.5417,3
732616.5833,11
732616.625,3
732616.6667,3
732616.7083,12
732616.75,10
732616.7917,2
732616.8333,6
732616.875,11
732616.9167,3
732616.9583,10
732617,9
732617.0417,8
732617.0833,6
732617.125,11
732617.1667,5
732617.2083,11
732617.25,8
732617.2917,5
732617.3333,9
732617.375,6
732617.4167,5
732617.4583,6
732617.5,12
732617.5417,7
732617.5833,3
732617.625,12
732617.6667,8
732617.7083,3
732617.75,9
732617.7917,8
732617.8333,5
732617.875,6
732617.9167,4
732617.9583,2
732618,8
732618.0417,8
732618.0833,9
732618.125,8
732618.1667,8
732618.2083,10
732618.25,7
732618.2917,6
732618.3333,7
732618.375,0
732618.4167,5
732618.4583,1
732618.5,9
732618.5417,2
732618.5833,1
732618.625,2
732618.6667,4
732618.7083,4
732618.75,11
732618.7917,3
732618.8333,10
732618.875,2
732618.9167,4
732618.9583,7
732619,1
732619.0417,6
732619.0833,4
732619.125,9
732619.1667,3
732619.2083,2
732619.25,8
732619.2917,16
732619.3333,2
732619.375,6
732619.4167,5
732619.4583,3
732619.5,2
732619.5417,3
732619.5833,3
732619.625,2
732619.6667,2
732619.7083,2
732619.75,1
732619.7917,11
732619.8333,2
732619.875,2
732619.9167,3
732619.9583,7
732620,2
732620.0417,7
732620.0833,3
732620.125,7
732620.1667,0
732620.2083,14
732620.25,8
732620.2917,4
732620.3333,5
732620.375,6
732620.4167,7
732620.4583,2
732620.5,7
732620.5417,11
732620.5833,8
732620.625,2
732620.6667,10
732620.7083,2
732620.75,7
732620.7917,5
732620.8333,9
732620.875,10
732620.9167,2
732620.9583,17
732621,6
732621.0417,8
732621.0833,4
732621.125,5
732621.1667,6
732621.2083,5
732621.25,2
732621.2917,3
732621.3333,5
732621.375,5
732621.4167,10
732621.4583,9
732621.5,9
732621.5417,8
732621.5833,8
732621.625,5
732621.6667,5
732621.7083,7
732621.75,8
732621.7917,12
732621.8333,6
732621.875,13
732621.9167,10
732621.9583,5
732622,7
732622.0417,8
732622.0833,5
732622.125,4
732622.1667,7
732622.2083,3
732622.25,8
732622.2917,2
732622.3333,7
732622.375,6
732622.4167,10
732622.4583,10
732622.5,1
732622.5417,2
732622.5833,9
732622.625,5
732622.6667,7
732622.7083,12
732622.75,1
732622.7917,3
732622.8333,4
732622.875,5
732622.9167,2
732622.9583,2
732623,6
732623.0417,0
732623.0833,4
732623.125,4
732623.1667,12
732623.2083,15
732623.25,4
732623.2917,6
732623.3333,13
732623.375,2
732623.4167,1
732623.4583,10
732623.5,5
732623.5417,2
732623.5833,6
732623.625,7
732623.6667,11
732623.7083,8
732623.75,8
732623.7917,4
732623.8333,7
732623.875,5
732623.9167,3
732623.9583,4
732624,3
732624.0417,4
732624.0833,5
732624.125,5
732624.1667,5
732624.2083,7
732624.25,12
732624.2917,1
732624.3333,8
732624.375,3
732624.4167,3
732624.4583,5
732624.5,4
732624.5417,6
732624.5833,5
732624.625,4
732624.6667,10
732624.7083,7
732624.75,6
732624.7917,18
732624.8333,6
732624.875,3
732624.9167,5
732624.9583,3
732625,7
732625.0417,5
732625.0833,6
732625.125,4
732625.1667,2
732625.2083,5
732625.25,3
732625.2917,5
732625.3333,14
732625.375,3
732625.4167,4
732625.4583,3
732625.5,5
732625.5417,4
732625.5833,1
732625.625,6
732625.6667,4
732625.7083,2
732625.75,2
732625.7917,5
732625.8333,6
732625.875,7
732625.9167,11
732625.9583,1
732626,16
732626.0417,5
732626.0833,6
732626.125,3
732626.1667,4
732626.2083,1
732626.25,10
732626.2917,6
732626.3333,3
732626.375,5
732626.4167,8
732626.4583,1
732626.5,8
732626.5417,2
732626.5833,6
732626.625,16
732626.6667,12
732626.7083,4
732626.75,8
732626.7917,7
732626.8333,10
732626.875,3
732626.9167,1
732626.9583,3
732627,3
732627.0417,5
732627.0833,7
732627.125,5
732627.1667,3
732627.2083,9
732627.25,12
732627.2917,5
732627.3333,2
732627.375,13
732627.4167,3
732627.4583,3
732627.5,6
732627.5417,3
732627.5833,11
732627.625,6
732627.6667,11
732627.7083,4
732627.75,10
732627.7917,9
732627.8333,3
732627.875,11
732627.9167,7
732627.9583,3
732628,8
732628.0417,1
732628.0833,5
732628.125,2
732628.1667,9
732628.2083,3
732628.25,1
732628.2917,5
732628.3333,6
732628.375,4
732628.4167,6
732628.4583,2
732628.5,3
732628.5417,5
732628.5833,5
732628.625,9
732628.6667,6
732628.7083,7
732628.75,2
732628.7917,2
732628.8333,14
732628.875,2
732628.9167,13
732628.9583,4
732629,6
732629.0417,6
732629.0833,12
732629.125,3
732629.1667,3
732629.2083,11
732629.25,17
732629.2917,3
732629.3333,5
732629.375,9
732629.4167,3
732629.4583,6
732629.5,3
732629.5417,8
732629.5833,4
732629.625,5
732629.6667,8
732629.7083,2
732629.75,8
732629.7917,2
732629.8333,10
732629.875,5
732629.9167,4
732629.9583,7
732630,9
732630.0417,11
732630.0833,9
732630.125,5
732630.1667,5
732630.2083,7
732630.25,2
732630.2917,7
732630.3333,2
732630.375,3
732630.4167,11
732630.4583,3
732630.5,4
732630.5417,7
732630.5833,3
732630.625,10
732630.6667,6
732630.7083,11
732630.75,5
732630.7917,5
732630.8333,8
732630.875,6
732630.9167,8
732630.9583,6
732631,5
732631.0417,11
732631.0833,5
732631.125,4
732631.1667,5
732631.2083,2
732631.25,12
732631.2917,3
732631.3333,2
732631.375,2
732631.4167,3
732631.4583,6
732631.5,12
732631.5417,11
732631.5833,14
732631.625,5
732631.6667,6
732631.7083,9
732631.75,10
732631.7917,2
732631.8333,4
732631.875,2
732631.9167,8
732631.9583,5
732632,3
732632.0417,13
732632.0833,6
732632.125,5
732632.1667,21
732632.2083,3
732632.25,9
732632.2917,4
732632.3333,12
732632.375,11
732632.4167,4
732632.4583,3
732632.5,6
732632.5417,13
732632.5833,11
732632.625,5
732632.6667,2
732632.7083,5
732632.75,2
732632.7917,3
732632.8333,17
732632.875,3
732632.9167,3
732632.9583,4
732633,6
732633.0417,7
732633.0833,4
732633.125,5
732633.1667,11
732633.2083,5
732633.25,9
732633.2917,6
732633.3333,15
732633.375,5
732633.4167,6
732633.4583,11
732633.5,3
732633.5417,9
732633.5833,3
732633.625,7
732633.6667,2
732633.7083,14
732633.75,2
732633.7917,9
732633.8333,5
732633.875,2
732633.9167,1
732633.9583,2
732634,4
732634.0417,5
732634.0833,3
732634.125,7
732634.1667,3
732634.2083,7
732634.25,7
732634.2917,4
732634.3333,2
732634.375,6
732634.4167,5
732634.4583,1
732634.5,10
732634.5417,8
732634.5833,4
732634.625,3
732634.6667,11
732634.7083,4
732634.75,7
732634.7917,6
732634.8333,7
732634.875,3
732634.9167,4
732634.9583,5
732635,4
732635.0417,5
732635.0833,3
732635.125,4
732635.1667,3
732635.2083,2
732635.25,3
732635.2917,5
732635.3333,2
732635.375,11
732635.4167,1
732635.4583,5
732635.5,3
732635.5417,4
732635.5833,6
732635.625,7
732635.6667,4
732635.7083,10
732635.75,13
732635.7917,6
732635.8333,8
732635.875,8
732635.9167,5
732635.9583,10
732636,5
732636.0417,8
732636.0833,6
732636.125,7
732636.1667,4
732636.2083,12
732636.25,11
732636.2917,7
732636.3333,15
732636.375,5
732636.4167,18
732636.4583,8
732636.5,8
732636.5417,5
732636.5833,6
732636.625,6
732636.6667,6
732636.7083,7
732636.75,5
732636.7917,7
732636.8333,4
732636.875,4
732636.9167,3
732636.9583,5
732637,4
732637.0417,6
732637.0833,16
732637.125,7
732637.1667,6
732637.2083,7
732637.25,4
732637.2917,2
732637.3333,10
732637.375,8
732637.4167,22
732637.4583,4
732637.5,7
732637.5417,9
732637.5833,1
732637.625,11
732637.6667,1
732637.7083,8
732637.75,4
732637.7917,5
732637.8333,3
732637.875,10
732637.9167,8
732637.9583,7
732638,3
732638.0417,4
732638.0833,6
732638.125,7
732638.1667,6
732638.2083,2
732638.25,6
732638.2917,4
732638.3333,3
732638.375,6
732638.4167,3
732638.4583,4
732638.5,4
732638.5417,8
732638.5833,10
732638.625,10
732638.6667,8
732638.7083,10
732638.75,5
732638.7917,5
732638.8333,4
732638.875,4
732638.9167,2
732638.9583,7
732639,6
732639.0417,13
732639.0833,6
732639.125,6
732639.1667,3
732639.2083,6
732639.25,1
732639.2917,10
732639.3333,3
732639.375,3
732639.4167,2
732639.4583,2
732639.5,7
732639.5417,3
732639.5833,3
732639.625,4
732639.6667,4
732639.7083,6
732639.75,6
732639.7917,2
732639.8333,3
732639.875,2
732639.9167,7
732639.9583,14
732640,10
732640.0417,6
732640.0833,7
732640.125,1
732640.1667,5
732640.2083,9
732640.25,5
732640.2917,3
732640.3333,1
732640.375,6
732640.4167,5
732640.4583,4
732640.5,11
732640.5417,5
732640.5833,7
732640.625,10
732640.6667,4
732640.7083,1
732640.75,5
732640.7917,3
732640.8333,4
732640.875,3
732640.9167,5
732640.9583,7
732641,3
732641.0417,4
732641.0833,10
732641.125,9
732641.1667,5
732641.2083,8
732641.25,6
732641.2917,12
732641.3333,2
732641.375,5
732641.4167,2
732641.4583,6
732641.5,6
732641.5417,8
732641.5833,4
732641.625,9
732641.6667,11
732641.7083,5
732641.75,1
732641.7917,2
732641.8333,1
732641.875,6
732641.9167,13
732641.9583,14
732642,7
732642.0417,5
732642.0833,6
732642.125,3
732642.1667,2
732642.2083,2
732642.25,5
732642.2917,2
732642.3333,6
732642.375,10
732642.4167,4
732642.4583,4
732642.5,8
732642.5417,7
732642.5833,5
732642.625,8
732642.6667,6
732642.7083,9
732642.75,1
732642.7917,6
732642.8333,3
732642.875,3
732642.9167,2
732642.9583,5
732643,3
732643.0417,4
732643.0833,3
732643.125,5
732643.1667,11
732643.2083,3
732643.25,6
732643.2917,7
732643.3333,3
732643.375,5
732643.4167,3
732643.4583,9
732643.5,4
